Tracing lock events... Hit Ctrl-C to end.

                                  Caller                                  Process        PID   Avg Spin  Count   Max spin Total spin
                     b'ext4_rmdir+0x227'                            b'(ostnamed)'      16061        747      4       1007       2990
                      b'__vfs_read+0x1b'                                 b'lspci'      14998        971    182       1002     176756
                b'inode_permission+0xe7'                                  b'lshw'       6960        552    411        999     227129
          b'link_path_walk.part.0+0x478'                                  b'lshw'       6960        522    183        993      95707
             b'ext4_mb_new_blocks+0x137'                       b'add-apt-reposit'       7465        772     46        969      35546
                 b'full_proxy_read+0x5c'                                  b'lshw'       6960        689      6        963       4138
            b'ep_eventpoll_release+0x1a'                                  b'bash'       6849        932      2        958       1864
              b'proc_soft_watchdog+0x23'                                b'sysctl'       6967        690      2        835       1381
                b'vm_unmap_aliases+0x19'                            b'(ostnamed)'      16061        560     43        826      24089
                    b'vfs_readlink+0xab'                                  b'lshw'       6960        544    378        821     205637
                    b'lookup_fast+0x281'                                  b'lshw'       6960        537    371        820     199506
                 b'cgrp_css_online+0x31'                                  b'runc'       6835        662      2        790       1324
                b'inode_permission+0xe7'                         b'runc:[2:INIT]'       6849        621      4        790       2484
                 b'usb_device_read+0xbe'                                  b'lshw'       6960        664      4        740       2657
                    b'lookup_fast+0x281'                                  b'lshw'       6960        515    737        736     379836
          b'link_path_walk.part.0+0x478'                                  b'lshw'       6960        515    737        728     380066
                   b'proc_watchdog+0x23'                                b'sysctl'       6967        634      2        726       1268
                   b'__lookup_slow+0x92'                                  b'lshw'       6960        529     40        718      21191
                    b'lookup_fast+0x281'                                  b'lshw'       6960        518    183        717      94873
            b'sg_new_write.isra.0+0x1c1'                                  b'lshw'       6960        640     12        697       7686
                         b'fb_open+0x44'                                  b'lshw'       6960        571      3        669       1715
                b'usb_device_dump+0x1f9'                                  b'lshw'       6960        601      2        656       1203
                     b'tty_release+0x55'                                  b'dpkg'      14175        585      2        599       1171
                   b'__blkdev_put+0x1e1'                                  b'lshw'       6960        568      2        598       1136
                           b'evict+0xd2'                                  b'lshw'       6960        597      1        597        597
                        b'fb_ioctl+0x33'                                  b'lshw'       6960        564      2        584       1128
         b'cgroup_migrate_execute+0x341'                                  b'runc'       6835        558      1        558        558
                   b'__lookup_slow+0x92'                            b'(ostnamed)'      16061        549      1        549        549
              b'proc_soft_watchdog+0x23'                                b'sysctl'       6967        537      2        549       1075
                      b'sd_release+0x3e'                                  b'lshw'       6960        537      2        547       1074
                    b'lookup_fast+0x281'                            b'(ostnamed)'      16061        519     64        546      33250
                         b'sd_open+0x28'                                  b'lshw'       6960        524      6        544       3145
               b'trailing_symlink+0x1d1'                                  b'lshw'       6960        527     11        543       5798
                    b'lookup_fast+0x281'                         b'runc:[2:INIT]'       6849        523      8        541       4191
                   b'proc_watchdog+0x23'                                b'sysctl'       6967        530      2        539       1061
                   b'__lookup_slow+0x92'                                  b'lshw'       6960        539      1        539        539
                         b'sd_open+0x28'                                  b'lshw'       6960        534      2        539       1068
                b'inode_permission+0xe7'                            b'(ostnamed)'      16061        524     37        534      19393
        b'kernfs_remove_by_name_ns+0x55'                               b'dockerd'       4655        524      2        526       1049
                   b'__lookup_slow+0x92'                                  b'lshw'       6960        522      3        524       1567
                     b'get_gendisk+0x31'                                  b'lshw'       6960        518      2        522       1037
                b'inode_permission+0xe7'                         b'runc:[2:INIT]'       6849        514      4        519       2059
                   b'__blkdev_get+0x2f3'                                  b'lshw'       6960        513      2        516       1027

                                  Caller                                  Process        PID   Avg Hold  Count   Max hold Total hold
                       b'ksys_read+0x2e'                            b'irqbalance'       1047   10563455 132182 723327969209 1396298659084
                 b'ksys_getdents64+0x81'                               b'dockerd'       4655      11323  56799  295048478  643168665
b'slab_caches_to_rcu_destroy_workfn+0x97'                          b'kworker/20:2'        409   40489537      8   93115985  323916301
       b'__jbd2_log_wait_for_space+0xdb'                               b'dockerd'       4655    1379322    145   70391622  200001760
b'slab_caches_to_rcu_destroy_workfn+0x97'                          b'kworker/20:2'        409   41552262      6   65408579  249313573
                   b'do_renameat2+0x2b8'                               b'dockerd'       4655     740466     90   60789506   66641983
        b'dev_change_net_namespace+0xe2'                               b'dockerd'       4655   38466673     15   58814219  577000108
                 b'netdev_run_todo+0x6f'                               b'dockerd'       4655   42110357      2   42151415   84220715
                 b'netlink_rcv_skb+0x50'                               b'dockerd'       4655     999366    360   39379617  359771915
                   b'fqdir_work_fn+0x31'                          b'kworker/25:1'        288   13325141      3   31915405   39975423
                      b'ksys_write+0x2e'                         b'rs:main Q:Reg'       1054      28249 249629   26940117 7051776473
                 b'kernfs_fop_read+0x35'                         b'systemd-udevd'        723       4814 327809   19598302 1578324502
                        b'seq_read+0xb7'                         b'systemd-udevd'        723       1877 327810   19590951  615590798
                   b'htab_map_free+0x1f'                          b'kworker/24:0'       6737   15932638      1   15932638   15932638
                   b'proc_reg_read+0x43'                            b'irqbalance'       1047      97735  21331    7442719 2084794815
       b'__jbd2_log_wait_for_space+0xdb'                                  b'dpkg'      14175     294835    307    6741063   90514558
                   b'load_module+0x106f'                              b'modprobe'       6798    2302518      2    4603344    4605036
           b'ftrace_module_enable+0x186'                              b'modprobe'       6798    4594864      1    4594864    4594864
                   b'do_renameat2+0x2b8'                                  b'dpkg'       8920      18741   2271    4332828   42562101
               b'process_one_work+0x1eb'                          b'kworker/19:1'        282      15168  12464    3177865  189054159
       b'__jbd2_log_wait_for_space+0xdb'                                  b'dpkg'       8920     345429     38    3156222   13126302
                      b'__vfs_read+0x1b'                               b'systemd'          1       8725  94145    2483921  821495608
 b'ftrace_arch_code_modify_prepare+0x1a'                              b'modprobe'       6798    2256492      1    2256492    2256492
b'ftrace_arch_code_modify_post_process+0x9'                              b'modprobe'       6798    2247421      1    2247421    2247421
       b'__jbd2_log_wait_for_space+0xdb'                               b'dockerd'       4655     304687     48    2156953   14624999
             b'ext4_mb_new_blocks+0x137'                               b'dockerd'       4655       1948 115466    2140402  224982231
               b'__sync_filesystem+0x1b'                               b'dockerd'       4655     200208     30    2043408    6006268
     b'__x64_sys_inotify_add_watch+0xe8'                               b'systemd'          1       1894   9508    1678650   18016644
                        b'seq_read+0xb7'                              b'collectl'      15015     178721    267    1439393   47718770
       b'__jbd2_log_wait_for_space+0xdb'                         b'rs:main Q:Reg'       1054     276715     61    1284812   16879616
                b'netlink_recvmsg+0x252'                               b'dockerd'       4655     390696    751    1211619  293413179
       b'__jbd2_log_wait_for_space+0xdb'                              b'groupadd'      14599     467004      4    1040700    1868017
       b'__jbd2_log_wait_for_space+0xdb'                               b'dockerd'       4655     391930      4     958054    1567722
       b'__jbd2_log_wait_for_space+0xdb'                       b'systemd-journal'        679     777889      2     940110    1555778
                     b'pipe_write+0x17b'                                  b'sort'      15419       6821  58651     895201  400077823
                    b'lookup_fast+0x281'                               b'systemd'          1        594 728537     849517  432946803
                    b'cgroup_rmdir+0x1f'                               b'systemd'          1     133132    137     848183   18239217
                b'proc_single_show+0x53'                               b'systemd'          1       8726   9789     841816   85428244
                  b'new_sync_read+0x122'                          b'avahi-daemon'      16339       6001 599409     833261 3597382518
                b'inode_permission+0xe7'                               b'systemd'          1        578 728532     821306  421399924
                    b'devinfo_show+0x3e'                               b'systemd'          1        500 310688     817248  155630480
                 b'new_sync_write+0x125'                          b'avahi-daemon'      16339       4330 1186935     809623 5139641976
                    b'lookup_fast+0x281'                         b'systemd-udevd'        723        559 1447539     809416  810338923
                      b'pipe_read+0x20b'                              b'watchdog'       1356       3162 144238     806058  456214677
                     b'iterate_dir+0x9a'                               b'systemd'          1        622 888715     800149  553345937
                b'inode_permission+0xe7'                               b'systemd'          1        587 756698     791501  444882456
                         b'ep_poll+0x8f'                       b'systemd-network'       1240       1763  95655     791104  168681040
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       2915    434     790358    1265185
                     b'__vfs_write+0x1b'                               b'systemd'          1       6722  73567     786306  494552148
                    b'lookup_fast+0x281'                               b'systemd'          1        604 721449     781018  436084948
                b'inode_permission+0xe7'                         b'systemd-udevd'        723        556 1455705     775207  810799596
                b'inode_permission+0xe7'                               b'systemd'          1        592 1715984     763475 1017299228
                    b'lookup_fast+0x281'                         b'systemd-udevd'        723        602 343832     762545  207071234
                         b'ep_poll+0x8f'                               b'dockerd'       4655       1701 1709087     758360 2908018233
                    b'lookup_fast+0x281'                               b'systemd'          1        609 312841     756836  190532097
                b'inode_permission+0xe7'                               b'systemd'          1        701 162053     755251  113698332
                 b'netlink_rcv_skb+0x50'                               b'dockerd'       4655       4183   1891     724981    7911815
           b'update_cpumasks_hier+0x220'                                  b'runc'       6835     595131      2     704364    1190262
           b'__netlink_dump_start+0x191'                               b'dockerd'       4655     399622      2     702038     799244
                      b'__vfs_read+0x1b'                                 b'lspci'      14998      26270    182     648484    4781189
       b'__jbd2_log_wait_for_space+0xdb'                       b'systemd-journal'        679     202771      5     553052    1013857
                b'vm_unmap_aliases+0x19'                                  b'sshd'       8478     175950      6     541403    1055705
           b'__netlink_dump_start+0x191'                        b'NetworkManager'      16054      57991    259     425965   15019763
       b'__jbd2_log_wait_for_space+0xdb'                       b'dictionaries-co'      14365     318269      4     417132    1273079
           b'__do_sys_finit_module+0xbe'                              b'modprobe'       6798     199809      2     368182     399619
               b'prealloc_shrinker+0xb4'                               b'dockerd'       4655     364675      1     364675     364675
                       b'__vunmap+0x128'                          b'kworker/19:1'        282      29618   1927     356369   57074669
       b'memcg_offline_kmem.part.0+0x9c'                          b'kworker/19:1'        282     161801     16     319646    2588830
       b'__jbd2_log_wait_for_space+0xdb'                       b'gtk-update-icon'      14314     300047      1     300047     300047
         b'ovl_lock_rename_workdir+0x21'                               b'dockerd'       4655      65570     16     298442    1049129
          b'cgroup_bpf_prog_attach+0x3f'                               b'systemd'          1      22723    420     288663    9543758
       b'__jbd2_log_wait_for_space+0xdb'                                  b'dpkg'       8920     260114      3     287703     780342
             b'static_key_slow_inc+0x1b'                               b'systemd'          1     143258     60     277494    8595512
         b'jbd2_log_do_checkpoint+0x3b5'                               b'dockerd'       4655     277304      1     277304     277304
            b'__jump_label_update+0x115'                               b'systemd'          1      65377    120     216617    7845330
          b'cgroup_bpf_prog_detach+0x52'                               b'systemd'          1      26568    418     201123   11105554
             b'static_key_slow_dec+0x24'                               b'systemd'          1     169858     60     195257   10191498
                b'netlink_recvmsg+0x252'                                  b'ntpd'       1108      35078    909     187761   31886236
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798     160309      1     160309     160309
           b'create_new_namespaces+0xcc'                        b'runc:[1:CHILD]'       6844     152950      1     152950     152950
                   [Missed Kernel Stack]                               b'dockerd'       4655       1840   5142     143658    9464272
            b'jbd2_update_log_tail+0x29'                           b'jbd2/sda1-8'        515     107968      9     134375     971713
               b'addrconf_dad_work+0x3e'                          b'kworker/10:2'       1096      45047     25     131699    1126185
                   b'load_module+0x11e6'                              b'modprobe'       6798     124517      1     124517     124517
            b'__jump_label_update+0x115'                               b'systemd'          1      79038    120     114525    9484591
   b'xs_stream_data_receive_workfn+0x33'                         b'kworker/u68:0'        326      12017  11411     113077  137129854
                     b'chrdev_open+0xd3'                       b'systemd-getty-g'      16631       6722     47      94645     315949
               b'cpuset_css_online+0x6f'                                  b'runc'       6835      93829      1      93829      93829
                b'vm_unmap_aliases+0x19'                               b'systemd'          1      31902    420      91332   13399023
         b'ovl_lock_rename_workdir+0x21'                               b'dockerd'       4655      57603     12      90544     691237
               b'cpuset_css_online+0x7b'                                  b'runc'       6835      84885      1      84885      84885
             b'unix_stream_recvmsg+0x51'                               b'dockerd'       4655       5097   6420      81963   32725108
           b'__netlink_dump_start+0x191'                                  b'ntpd'       1108      28244    190      81264    5366515
            b'__jump_label_update+0x115'                                  b'runc'       6835      80857      1      80857      80857
         b'ovl_lock_rename_workdir+0x21'                               b'dockerd'       4655      42769     37      80600    1582485
            b'__jump_label_update+0x115'                                  b'runc'       6835      74459      1      74459      74459
                     b'tty_release+0x55'                               b'apt-get'       8821       5155     45      73361     231995
                 b'netlink_rcv_skb+0x50'                        b'NetworkManager'      16054      34820     63      70488    2193707
              b'cgroup_procs_write+0x25'                               b'systemd'          1      37253     53      69013    1974416
                    b'lookup_fast+0x281'                               b'systemd'          1        595 1305507      65530  777343163
                    b'vfs_readlink+0xab'                               b'systemd'          1        843 312983      61053  264054014
                  b'linkwatch_event+0xe'                          b'kworker/10:2'       1096      21083     15      60093     316252
         b'ovl_lock_rename_workdir+0x21'                               b'dockerd'       4655      53420      6      59172     320521
                      b'blkdev_put+0x4e'                       b'systemd-gpt-aut'      16633       8576     49      58241     420236
                b'vm_unmap_aliases+0x19'                            b'(ostnamed)'      16061       3287     43      56907     141344
        b'cpu_cfs_period_write_u64+0x2e'                               b'systemd'          1      12858   7982      56723  102639814
                 b'full_proxy_read+0x5c'                                  b'lshw'       6960      29620      6      55915     177722
               b'kmem_cache_create+0x16'                        b'runc:[1:CHILD]'       6844      53989      1      53989      53989
                         b'__fput+0x1ff'                         b'systemd-udevd'      16352       6738    470      50806    3167073
                b'vm_unmap_aliases+0x19'                              b'modprobe'       6798      49921      1      49921      49921
                      b'ksys_lseek+0x68'                              b'collectl'      15015        870  30998      49661   26997865
       b'memcg_offline_kmem.part.0+0x3f'                          b'kworker/19:1'        282      34123     16      49473     545977
                   b'__lookup_slow+0x92'                               b'systemd'          1       1746   4532      45943    7913398
                   b'do_syscall_64+0x57'                               b'dockerd'       4655       2748  24980      44521   68655116
                    b'lookup_open+0x1ba'                        b'NetworkManager'      16054       1080  18716      44354   20230148
                b'inode_permission+0xe7'                               b'systemd'          1        579 721449      43881  418166055
                       b'__vunmap+0x128'                          b'kworker/13:1'        276      38763      2      42916      77526
b'__cgroup1_procs_write.constprop.0+0x2d'                               b'systemd'          1       5112  21014      42162  107425927
                   b'__lookup_slow+0x92'                        b'NetworkManager'      16054       1684   2031      41194    3421499
                    b'tty_init_dev+0x59'                               b'apt-get'       8821      40922      1      40922      40922
                        b'seq_read+0xb7'                               b'dockerd'       4655      13215    130      40741    1717980
             b'unix_stream_recvmsg+0x51'                        b'systemd-logind'       1056       2388 156121      40140  372913553
                   b'__lookup_slow+0x92'                       b'systemd-network'       1240       1411   3644      39349    5142291
               b'vfs_getattr_nosec+0x9b'                         b'systemd-udevd'        723        592 1889623      39229 1120172841
                    b'lookup_fast+0x281'                               b'systemd'          1        599 747919      38128  448075381
         b'ovl_lock_rename_workdir+0x21'                               b'dockerd'       4655      20766     37      37764     768354
                          b'__fput+0xcc'                                  b'sshd'       6899       4809   3355      37246   16136891
                 b'proc_reg_llseek+0x44'                              b'collectl'      15015       3146   1724      36487    5424945
              b'kernfs_create_link+0x62'                               b'dockerd'       4655       5078     14      35878      71097
                   b'kobject_uevent+0xb'                          b'kworker/20:2'        409      11281    704      35577    7942438
                 b'do_dentry_open+0x143'                         b'systemd-udevd'        723        571 570006      34203  325845796
                    b'lookup_fast+0x281'                               b'systemd'          1        606   8477      33665    5143592
               b'vfs_getattr_nosec+0x9b'                               b'systemd'          1        542  71007      33603   38511594
               b'vfs_getattr_nosec+0x9b'                               b'systemd'          1        523  49984      33430   26187606
                    b'devinfo_show+0x25'                               b'systemd'          1        514 310688      33428  159929219
                b'dpm_sysfs_remove+0x2c'                               b'dockerd'       4655      14965      8      33008     119724
                          b'__fput+0xcc'                              b'watchdog'       1356        676 131522      32952   89036898
              b'kernfs_fop_release+0x3a'                         b'systemd-udevd'        723        616 285053      32554  175635117
                   b'__lookup_slow+0x92'                               b'systemd'          1       3085   1609      32417    4965326
     b'keyctl_join_session_keyring+0x41'                         b'runc:[2:INIT]'       6849      32382      1      32382      32382
                b'inode_permission+0xe7'                         b'systemd-udevd'        723        620 363421      31877  225480042
                b'inode_permission+0xe7'                               b'systemd'          1        547  83682      31867   45823420
                b'inode_permission+0xe7'                               b'systemd'          1        637 159819      31840  101848998
                   b'__lookup_slow+0x92'                       b'systemd-network'       1240       1689   2151      31496    3634069
                   b'__lookup_slow+0x92'                               b'systemd'          1        787 153409      31496  120860226
                   b'kobject_uevent+0xb'                               b'dockerd'       4655      18226      4      30994      72906
                b'inode_permission+0xe7'                               b'systemd'          1        618 314999      30675  194941085
                b'inode_permission+0xe7'                               b'systemd'          1        671 165095      30432  110799390
                    b'lookup_fast+0x281'                               b'systemd'          1        649 161280      30245  104826581
                   b'kobject_uevent+0xb'                               b'dockerd'       4655      20262     14      29897     283670
                b'inode_permission+0xe7'                         b'systemd-udevd'        723        594 344958      29788  205075956
                    b'lookup_fast+0x281'                               b'systemd'          1        507 151369      29767   76756886
                b'inode_permission+0xe7'                               b'systemd'          1        508 103010      29517   52408931
         b'cpu_cfs_quota_write_s64+0x42'                               b'systemd'          1       7921   7982      29407   63227723
                  b'kernfs_add_one+0xe2'                          b'kworker/20:2'        409        972  21824      29125   21229236
                   b'__lookup_slow+0x92'                         b'runc:[2:INIT]'       6849      28703      1      28703      28703
            b'ep_eventpoll_release+0x1a'                        b'systemd-logind'       1056       3788   1184      27912    4485043
                    b'sock_recvmsg+0x70'                               b'systemd'          1       4563   7314      27595   33374658
                   b'__lookup_slow+0x92'                       b'systemd-gpt-aut'      16633       2013    215      27085     432868
                   b'__lookup_slow+0x92'                            b'(ostnamed)'      16061       1766    118      26207     208417
                     b'shmem_mknod+0x2b'                       b'systemd-network'       1240       3817   1322      26198    5047097
                   b'kobject_uevent+0xb'                               b'dockerd'       4655      17271     15      25986     259075
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1261    406      25743     512107
                      b'tty_write+0x195'                                  b'sshd'       5808       4067   5518      25522   22445503
             b'unix_stream_recvmsg+0x51'                               b'systemd'          1       2596   4017      25510   10429244
                           b'evict+0xd2'                               b'systemd'          1       2237    180      25501     402784
    b'memcg_kmem_cache_create_func+0x20'                          b'kworker/20:2'        409       1599   7621      25400   12188555
                 b'exit_mm_release+0x18'                                b'docker'       6509       6928    274      24185    1898475
                        b'do_exit+0x38c'                                b'docker'       6509       4614    279      24029    1287531
                   b'__lookup_slow+0x92'                               b'systemd'          1       3555     35      22523     124443
                      b'tty_write+0x195'                          b'tmux: server'       5817       6919    523      22245    3618916
                       b'dup_mmap+0x413'                              b'watchdog'       1356       2036  10302      21808   20976719
                           b'mmput+0x27'                       b'apache2.postins'      16646       1873    681      21735    1276022
                b'inode_permission+0xe7'                               b'systemd'          1        610   8657      21715    5288088
                    b'lookup_fast+0x281'                               b'systemd'          1        508 104045      21467   52860108
                 b'exec_mm_release+0x18'                          b'50-motd-news'      16658       2688   6197      21375   16661763
                  b'worker_thread+0x2a6'                         b'kworker/dying'       5840       2395     56      21009     134135
             b'__tty_hangup.part.0+0x66'                               b'apt-get'       8821      20877      1      20877      20877
                           b'evict+0xd2'                         b'systemd-udevd'        723       2321    450      20520    1044734
            b'__kernfs_create_file+0x7f'                          b'kworker/20:2'        409       1110  21824      20444   24237278
                    b'cgroup_mkdir+0x3e'                               b'systemd'          1       3313    197      20399     652789
                   b'kobject_uevent+0xb'                               b'dockerd'       4655       9780     14      20378     136927
                 b'exit_mm_release+0x18'                                  b'sudo'       6508       2070   9739      20033   20161531
                      b'ksys_lseek+0x1d'                               b'python3'       6849       1432   2035      19936    2914816
                       b'__vunmap+0x128'                          b'kworker/13:1'        276      19873      1      19873      19873
                  b'ext4_truncate+0x16b'                       b'systemd-journal'        679       1735   1058      19783    1835831
                        b'do_exit+0x38c'                                  b'sudo'       6508       1653   9743      19649   16107839
                   b'kobject_uevent+0xb'                              b'modprobe'       6798      19633      1      19633      19633
             b'addrconf_verify_work+0xe'                         b'kworker/14:13'       6483      10990      5      19490      54950
                      b'blkdev_get+0x3d'                       b'systemd-gpt-aut'      16633       9872     49      19426     483769
                   b'__lookup_slow+0x92'                               b'systemd'          1        663   1533      19306    1017845
                b'inode_permission+0xe7'                                   b'sed'      16654       2919   2264      19188    6609648
              b'ftrace_module_init+0x29'                              b'modprobe'       6798      19126      1      19126      19126
             b'cgroup_addrm_files+0x2c2'                               b'systemd'          1       1049    808      18522     847650
                   b'lookup_dcache+0x46'                               b'systemd'          1        722  49758      18445   35969264
                b'inode_permission+0xe7'                               b'systemd'          1        600  35138      18396   21085092
               b'ext4_evict_inode+0x30b'                               b'dockerd'       4655       1493   1268      18391    1894217
                           b'mmput+0x27'                          b'50-motd-news'      16658       1680   6161      18179   10355082
                b'inode_permission+0xe7'                                   b'sed'      16654       1530   2264      18151    3464934
               b'trailing_symlink+0x1d1'                       b'systemd-network'       1240       1772   1889      18143    3348847
                  b'proc_task_name+0x45'                              b'collectl'      15015       1417   4274      18042    6058713
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1426    406      18042     579077
               b'ext4_evict_inode+0x30b'                               b'dockerd'       4655       1817    608      17937    1104787
                   b'ext4_setattr+0x7fe'                                  b'dpkg'      14175       1435   3605      17767    5173799
                  b'kernfs_add_one+0xe2'                            b'(ostnamed)'      16061       3133     10      17620      31335
                 b'usb_device_read+0xbe'                                  b'lshw'       6960       9568      4      17552      38274
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1401     70      17450      98114
               b'vfs_getattr_nosec+0x9b'                               b'systemd'          1        818   7386      17397    6046599
                b'inode_permission+0xe7'                               b'systemd'          1        497 151009      17302   75162575
                    b'lookup_fast+0x281'                               b'systemd'          1        521 145149      17286   75657340
                  b'ext4_truncate+0x376'                       b'systemd-journal'        679       1385   1058      17114    1466284
                 b'wait_rcu_exp_gp+0x1c'                          b'kworker/13:1'        276       6592    116      17043     764775
                b'inode_permission+0xe7'                               b'systemd'          1        523  73554      16542   38501031
                  b'kernfs_add_one+0xe2'                               b'dockerd'       4655       2889     14      16489      40455
                b'netlink_unicast+0x187'                                  b'sudo'       6508       4204    196      16468     824032
                    b'lookup_fast+0x281'                               b'systemd'          1        575   7545      16321    4344763
            b'cpu_shares_write_u64+0x2b'                               b'systemd'          1        655   7982      16306    5228524
                           b'mmput+0x27'                                  b'sudo'       6508       1338   9730      16294   13021453
            b'__kernfs_create_file+0x7f'                               b'dockerd'       4655       1111    336      16195     373390
                b'inode_permission+0xe7'                               b'systemd'          1        555   7050      16092    3916173
              b'cpuset_post_attach+0x15'                               b'systemd'          1        667  21014      15638   14026004
                b'inode_permission+0xe7'                               b'systemd'          1        557  26586      15637   14832051
                b'inode_permission+0xe7'                               b'systemd'          1        533  50969      15576   27169740
                b'inode_permission+0xe7'                               b'systemd'          1        600   8537      15572    5122824
                 b'exec_mm_release+0x18'                       b'apache2.postins'      16646       2956    681      15361    2013496
                b'kernfs_xattr_set+0x2a'                               b'systemd'          1        580   8657      15230    5027077
                  b'ext4_truncate+0x376'                               b'dockerd'       4655       1448    145      15210     209976
                  b'do_init_module+0xd1'                              b'modprobe'       6798       7719      3      15120      23158
                    b'lookup_fast+0x281'                               b'systemd'          1        616   8657      15088    5337600
             b'ext4_mb_new_blocks+0x137'                               b'dockerd'       4655       5248     10      14867      52489
             b'ep_item_poll.isra.0+0xa2'                               b'systemd'          1       2582    536      14745    1384255
                   b'sock_do_ioctl+0xea'                               b'netstat'      15777      14277      1      14277      14277
                b'kernfs_xattr_set+0x2a'                               b'systemd'          1        575   8537      14137    4909997
            b'ep_eventpoll_release+0x1a'                         b'systemd-udevd'      16352       4761    236      14090    1123670
               b'sysfs_remove_link+0x19'                          b'kworker/20:2'        409       2426    704      14003    1708497
                   b'__lookup_slow+0x92'                                   b'sed'      16654       1994   2208      13836    4404083
                    b'lookup_fast+0x281'                               b'systemd'          1        843   7109      13702    5996332
                        b'do_exit+0x38c'                                b'strace'      14990       2513     16      13664      40220
                      b'dev_ioctl+0x12f'                        b'NetworkManager'      16054       3123    292      13389     912054
                    b'ext4_sync_fs+0x50'                               b'dockerd'       4655       2381     30      13376      71442
                  b'notify_change+0x357'                       b'containerd-shim'       6823      13108      1      13108      13108
                    b'lookup_fast+0x281'                               b'systemd'          1        604  35103      13010   21206591
                         b'__fput+0x1ff'                       b'containerd-shim'       6823       5163     52      12911     268481
                          b'__fput+0xcc'                       b'containerd-shim'       6823       2746     66      12819     181292
                b'inode_permission+0xe7'                         b'runc:[2:INIT]'       6849       1023     34      12711      34783
               b'process_one_work+0x1eb'                          b'kworker/20:2'        409       2182    208      12681     453959
                    b'lookup_fast+0x281'                               b'systemd'          1        555  49272      12647   27382552
        b'kernfs_remove_by_name_ns+0x55'                               b'systemd'          1        989    808      12572     799378
                    b'cgroup_mkdir+0x3e'                                  b'runc'       6835       3398     22      12524      74766
      b'__x64_sys_inotify_rm_watch+0x77'                               b'systemd'          1        895   8648      12398    7741250
               b'mem_cgroup_write+0x154'                               b'systemd'          1        761   8657      12383    6591196
                   b'kobject_uevent+0xb'                               b'dockerd'       4655       6903     15      12381     103550
                    b'lookup_fast+0x281'                               b'systemd'          1        531  25926      12295   13769681
     b'do_ipv6_setsockopt.isra.0+0x129b'                          b'avahi-daemon'      16339       7654     38      12181     290860
  b'__cgroup_bpf_run_filter_sysctl+0xc8'                                b'sysctl'       6967       1039     68      12104      70689
                   b'__lookup_slow+0x92'                               b'systemd'          1       3286     60      11891     197173
                   b'kobject_uevent+0xb'                            b'(ostnamed)'      16061       7597      2      11740      15195
                  b'proc_task_name+0x45'                              b'collectl'      15015       1011   4274      11575    4322179
                    b'tty_release+0x420'                               b'apt-get'       8821      11480      1      11480      11480
                  b'kernfs_add_one+0xe2'                          b'kworker/20:2'        409       1274    704      11453     896915
                b'inode_permission+0xe7'                               b'systemd'          1        666   8657      11446    5765732
                    b'lookup_fast+0x281'                                 b'lsmem'       6964        721    395      11188     285008
                   b'kernfs_remove+0x3b'                          b'kworker/19:1'        282        829  10738      11187    8907575
                 b'kobject_rename+0x138'                               b'dockerd'       4655       6883     15      11177     103250
                    b'lookup_fast+0x281'                               b'systemd'          1        543  26586      11154   14450778
                    b'rtnl_newlink+0x49'                               b'dockerd'       4655      10782      1      10782      10782
     b'cgroup1_pidlist_destroy_all+0x7f'                          b'kworker/19:1'        282       4235     55      10602     232933
                         b'__fput+0x1ff'                                  b'bash'       6849       6356      2      10432      12712
                b'inode_permission+0xe7'                               b'systemd'          1        546  25866      10402   14140593
                b'inode_permission+0xe7'                               b'systemd'          1        633   8682      10372    5499023
                b'sysfs_remove_dir+0x51'                          b'kworker/19:1'        282       3741    336      10369    1257044
                b'inode_permission+0xe7'                               b'systemd'          1        526  50315      10354   26511543
                    b'load_module+0x9dd'                              b'modprobe'       6798       3697     84      10322     310596
                   b'ext4_symlink+0x1de'                       b'update-alternat'      14404        801    610      10187     489049
                    b'devinfo_show+0x25'                               b'systemd'          1        827    608      10066     502971
             b'ext4_mb_new_blocks+0x137'                                  b'gpgv'       8748       3305     75       9981     247927
                   b'kobject_uevent+0xb'                               b'dockerd'       4655       6465     14       9886      90511
             b'notifier_call_chain+0x55'                               b'dockerd'       4655       2515     30       9878      75470
                    b'ext4_rename+0x8d1'                               b'dockerd'       4655       2637    127       9803     334922
            b'ep_eventpoll_release+0x1a'                       b'containerd-shim'       6823       4242     32       9801     135764
                   b'kobject_uevent+0xb'                               b'dockerd'       4655       6791     14       9709      95076
                    b'ext4_unlink+0x36c'                               b'apt-get'       8821        701   5261       9561    3690029
                     b'shmem_mknod+0x2b'                               b'systemd'          1       1972    441       9346     869970
                      b'misc_open+0x11e'                        b'NetworkManager'      16054       4300      4       9110      17201
       b'__jbd2_log_wait_for_space+0xdb'                               b'dockerd'       4655       9093      1       9093       9093
                b'sysfs_remove_dir+0x51'                          b'kworker/24:0'       6737       4417     17       8808      75100
                b'sysfs_remove_dir+0x51'                               b'dockerd'       4655       7388      2       8783      14777
          b'proc_sys_call_handler+0x1a2'                                b'sysctl'       6967        804     68       8761      54697
                   b'kobject_uevent+0xb'                            b'(ostnamed)'      16061       5653      2       8716      11306
